% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3304431000         0.3330443100         2.9027557620
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3354020000         0.3335402000         2.9030148590
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3404255000         0.3340425500         2.9032773554
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3454657000         0.3345465700         2.9035407487
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3503864000         0.3350386400         2.9037979206
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3554008000         0.3355400800         2.9040600133
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3603885000         0.3360388500         2.9043207345
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3654672000         0.3365467200         2.9045862369
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3704148000         0.3370414800         2.9048449095
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3753937000         0.3375393700         2.9051052423
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3803861000         0.3380386100         2.9053663048
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3854836000         0.3385483600         2.9056328879
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3904529000         0.3390452900         2.9058927905
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.3953976000         0.3395397600         2.9061514300
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4003893000         0.3400389300         2.9064125517
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4054504000         0.3405450400         2.9066773283
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4103961000         0.3410396100         2.9069360914
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4153920000         0.3415392000         2.9071975048
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4204000000         0.3420400000         2.9074595755
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4254858000         0.3425485800         2.9077257421
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4303991000         0.3430399100         2.9079829046
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4355068000         0.3435506800         2.9082502665
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4404145000         0.3440414500         2.9085071832
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4454022000         0.3445402200         2.9087683115
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4504512000         0.3450451200         2.9090326736
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4554885000         0.3455488500         2.9092964476
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4604132000         0.3460413200         2.9095543489
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4653928000         0.3465392800         2.9098151491
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4704489000         0.3470448900         2.9100799804
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4754725000         0.3475472500         2.9103431337
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4804221000         0.3480422100         2.9106024345
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4854030000         0.3485403000         2.9108633989
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4904122000         0.3490412200         2.9111258701
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.4954179000         0.3495417900         2.9113881822
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5003840000         0.3500384000         2.9116484430
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5054187000         0.3505418700         2.9119123233
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5104363000         0.3510436300         2.9121753317
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5153896000         0.3515389600         2.9124349935
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5203881000         0.3520388100         2.9126970489
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5253906000         0.3525390600         2.9129593381
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5303978000         0.3530397800         2.9132218980
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5355388000         0.3535538800         2.9134914991
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5403984000         0.3540398400         2.9137463668
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5454748000         0.3545474800         2.9140126292
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5504553000         0.3550455300         2.9142738857
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5554268000         0.3555426800         2.9145346942
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5603920000         0.3560392000         2.9147951960
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5654462000         0.3565446200         2.9150603918
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5704007000         0.3570400700         2.9153203803
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5754354000         0.3575435400         2.9155846018
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5804253000         0.3580425300         2.9158464963
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5853899000         0.3585389900         2.9161070870
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5907359000         0.3590735900         2.9163877240
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.5953982000         0.3595398200         2.9166324930
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6004311000         0.3600431100         2.9168967420
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6054913000         0.3605491300         2.9171624492
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6104574000         0.3610457400         2.9174232395
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6155214000         0.3615521400         2.9176891955
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6203945000         0.3620394500         2.9179451493
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6255720000         0.3625572000         2.9182171165
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6304616000         0.3630461600         2.9184739847
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6354532000         0.3635453200         2.9187362353
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6404269000         0.3640426900         2.9189975696
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6454129000         0.3645412900         2.9192595743
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6503885000         0.3650388500         2.9195210567
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6555379000         0.3655537900         2.9197916981
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6605196000         0.3660519600         2.9200535502
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6655459000         0.3665545900         2.9203177711
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6704797000         0.3670479700         2.9205771534
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6754408000         0.3675440800         2.9208379948
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6804433000         0.3680443300         2.9211010373
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6854785000         0.3685478500         2.9213658239
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6904337000         0.3690433700         2.9216264276
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.6954847000         0.3695484700         2.9218920943
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7006240000         0.3700624000         2.9221624309
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7055050000         0.3705505000         2.9224192043
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7104177000         0.3710417700         2.9226776689
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7153973000         0.3715397300         2.9229396772
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7203974000         0.3720397400         2.9232027885
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7254345000         0.3725434500         2.9234678716
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7303897000         0.3730389700         2.9237286687
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7354705000         0.3735470500         2.9239961013
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7403898000         0.3740389800         2.9242550572
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7453876000         0.3745387600         2.9245181697
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7504461000         0.3750446100         2.9247845027
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7554329000         0.3755432900         2.9250470851
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7604371000         0.3760437100         2.9253106083
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7653944000         0.3765394400         2.9255716858
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7704244000         0.3770424400         2.9258366168
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7754035000         0.3775403500         2.9260988913
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7805028000         0.3780502800         2.9263675225
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7854621000         0.3785462100         2.9266288029
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7904501000         0.3790450100         2.9268916198
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.7955263000         0.3795526300         2.9271591090
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8004242000         0.3800424200         2.9274172267
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8053937000         0.3805393700         2.9276791417
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8104552000         0.3810455200         2.9279459305
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8155680000         0.3815568000         2.9282154489
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8204224000         0.3820422400         2.9284713696
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8254982000         0.3825498200         2.9287389872
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8304588000         0.3830458800         2.9290005554
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8354199000         0.3835419900         2.9292621741
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8404006000         0.3840400600         2.9295248509
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8454607000         0.3845460700         2.9297917401
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8506536000         0.3850653600         2.9300656599
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8554540000         0.3855454000         2.9303188993
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8604900000         0.3860490000         2.9305845920
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8654989000         0.3865498900         2.9308488797
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8705109000         0.3870510900         2.9311133557
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8754696000         0.3875469600         2.9313750435
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8807118000         0.3880711800         2.9316517190
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8853903000         0.3885390300         2.9318986661
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8903859000         0.3890385900         2.9321623746
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.8954367000         0.3895436700         2.9324290221
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9004784000         0.3900478400         2.9326952144
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9053920000         0.3905392000         2.9329546673
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9103864000         0.3910386400         2.9332184111
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9154219000         0.3915421900         2.9334843503
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9203918000         0.3920391800         2.9337468496
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9253910000         0.3925391000         2.9340109210
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9303919000         0.3930391900         2.9342751070
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9353995000         0.3935399500         2.9345396717
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9404085000         0.3940408500         2.9348043352
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9453913000         0.3945391300         2.9350676390
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9503924000         0.3950392400         2.9353319345
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9554187000         0.3955418700         2.9355975868
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9604642000         0.3960464200         2.9358642789
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9654573000         0.3965457300         2.9361282262
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9703932000         0.3970393200         2.9363891740
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9753905000         0.3975390500         2.9366533925
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9803938000         0.3980393800         2.9369179531
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9854488000         0.3985448800         2.9371852726
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9904987000         0.3990498700         2.9374523477
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         3.9954689000         0.3995468900         2.9377152324
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0005481000         0.4000548100         2.9379839077
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0054642000         0.4005464200         2.9382439799
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0106459000         0.4010645900         2.9385181288
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0154023000         0.4015402300         2.9387697999
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0204572000         0.4020457200         2.9390372898
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0253970000         0.4025397000         2.9392987136
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0303925000         0.4030392500         2.9395631098
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0354592000         0.4035459200         2.9398312997
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0404557000         0.4040455700         2.9400957988
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0454660000         0.4045466000         2.9403610534
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0504447000         0.4050444700         2.9406246598
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0554023000         0.4055402300         2.9408871736
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0604172000         0.4060417200         2.9411527464
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0654191000         0.4065419100         2.9414176557
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0704388000         0.4070438800         2.9416835328
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0754434000         0.4075443400         2.9419486351
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0804042000         0.4080404200         2.9422114419
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0853907000         0.4085390700         2.9424756350
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0903916000         0.4090391600         2.9427406159
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.0953968000         0.4095396800         2.9430058496
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1003946000         0.4100394600         2.9432707162
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1054157000         0.4105415700         2.9435368427
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1105045000         0.4110504500         2.9438065831
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1154012000         0.4115401200         2.9440661653
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1204585000         0.4120458500         2.9443342864
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1254097000         0.4125409700         2.9445968072
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1303968000         0.4130396800         2.9448612563
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1354555000         0.4135455500         2.9451295274
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1403937000         0.4140393700         2.9453914330
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1453889000         0.4145388900         2.9456563865
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1504155000         0.4150415500         2.9459230307
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1554376000         0.4155437600         2.9461894615
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1604003000         0.4160400300         2.9464527658
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1653957000         0.4165395700         2.9467178300
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1703936000         0.4170393600         2.9469830519
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1753891000         0.4175389100         2.9472481714
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1803997000         0.4180399700         2.9475141175
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1853903000         0.4185390300         2.9477790271
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1904548000         0.4190454800         2.9480478850
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.1954273000         0.4195427300         2.9483118839
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2004673000         0.4200467300         2.9485794919
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2054398000         0.4205439800         2.9488435408
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2103917000         0.4210391700         2.9491065205
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2153937000         0.4215393700         2.9493721859
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2204202000         0.4220420200         2.9496391779
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2254106000         0.4225410600         2.9499042775
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2303927000         0.4230392700         2.9501689611
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2354586000         0.4235458600         2.9504381224
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2404246000         0.4240424600         2.9507020009
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2454370000         0.4245437000         2.9509683701
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2504261000         0.4250426100         2.9512335262
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2553892000         0.4255389200         2.9514973254
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2604542000         0.4260454200         2.9517665663
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2653872000         0.4265387200         2.9520288154
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2704268000         0.4270426800         2.9522967569
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2753844000         0.4275384400         2.9525603636
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2804171000         0.4280417100         2.9528279890
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2853972000         0.4285397200         2.9530928424
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2904135000         0.4290413500         2.9533596463
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.2954439000         0.4295443900         2.9536272256
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3004525000         0.4300452500         2.9538936707
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3054569000         0.4305456900         2.9541599177
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3104103000         0.4310410300         2.9544234763
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3153962000         0.4315396200         2.9546887892
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3204110000         0.4320411000         2.9549556653
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3254214000         0.4325421400         2.9552223326
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3304587000         0.4330458700         2.9554904572
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3354314000         0.4335431400         2.9557551685
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3404370000         0.4340437000         2.9560216564
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3454364000         0.4345436400         2.9562878396
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3505521000         0.4350552100         2.9565602411
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.3553937000         0.4355393700         2.9568180717
        0.0000000000         0.0000000000 4284975566930505467187222794376904698312273159442476010845711882548754966919587268747622475647131004277700178538081059756867716149941973024478609966194863851450157742959033910186033479269325293505466465740942139854174522423077266688771564003363574147081830400.0000000000         0.0000000000         4.3604537000         0.4360453700         2.9570875582
        0.0000000000         0.0000000000 4228199970924892125432957371994833348436923414208112346564057435427792490445930338651700392902183172576942512920756885504731486444185758647691473549506102385787037626348230789481871235498369115299741537380830204959858833940020199145329898215329576430407254016.0000000000         0.0000000000         4.3654721000         0.4365472100         2.9573548548
        0.0000000000         0.0000000000 4174063736287512848371379751038638153066708327262756530359960926159642971600871202601710090088351058803949242352937173461617763624169072164521743845787500914279314307334794667036895003985609880362385224141165141230832259360601560757094033925515347805775855616.0000000000         0.0000000000         4.3704691000         0.4370469100         2.9576210369
        0.0000000000         0.0000000000 4187495176888977396545713859078329599783345087147187571653278286668293618642780571841835291385699231076647459227073329542175978996221699931503411995269367062725146742119235604966438903989336970094719708986568620463064299539191204864750301363785208039364100096.0000000000         0.0000000000         4.3755974000         0.4375597400         2.9578942395
        0.0000000000         0.0000000000 4275415213478984615345671126764696388159689934745668348928536237098224381071942945577242775271338428036555245760732027614243742041962889879320962131826895207200128766917242802431002824755918228835648503476482006471347561428028777094732429805403424365853278208.0000000000         0.0000000000         4.3804376000         0.4380437600         2.9581521185
        0.0000000000         0.0000000000 464404923636824908166395613557413333539709248210315318436784004597448182300967586938992926951555536904512557127918193701148269780504580704047328418598853483798237855643493733946271476700828450734122390951452526070324688554763459907754460768888590352936087251522158592.0000000000         0.0000000000         4.3855378000         0.4385537800         2.9584238756
        0.0000000000         0.0000000000 4301456912459044959234269413002473332873769665137517905147261967817169565962969949589709912156144003877575960120239003943378191244277781679179973786965417019478234242615358204267123057904521315169471520788121517012491080755301764004384865828203649255518240768.0000000000         0.0000000000         4.3904680000         0.4390468000         2.9586865996
        0.0000000000         0.0000000000 4257584861009084938101608991608550509639128217890416059339119001234701553686886560710195170407120268653974971157737226410721589862499205402603426288068005759746760499623239494593038259927016678589467885459308691415748980634864074340008274402014281226721951744.0000000000         0.0000000000         4.3954399000         0.4395439900         2.9589515707
        0.0000000000         0.0000000000 4276705567914106775350700328358197882732067251999471490604865224223073998101956655549096895178664425642635653474614311162219364013540182831457929243458207750460118614997310128097912050717112003656888182281012471632594615510285536412623751807879604814204633088.0000000000         0.0000000000         4.4004246000         0.4400424600         2.9592172492
        0.0000000000         0.0000000000 4174298346194967920161664561662214274847974945014960135566651540873600241116479572758847691688645122870345532396008625326634381695940320637201739392089433804849248847969639016449402230493095460634702973167782137457361804148908788424329771805206989781218623488.0000000000         0.0000000000         4.4053950000         0.4405395000         2.9594821907
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4105350000         0.4410535000         2.9597561988
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4154427000         0.4415442700         2.9600178484
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4204261000         0.4420426100         2.9602835589
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4253911000         0.4425391100         2.9605483135
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4304012000         0.4430401200         2.9608154983
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4354366000         0.4435436600         2.9610840582
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4404749000         0.4440474900         2.9613527986
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4454712000         0.4445471200         2.9616193242
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4504209000         0.4450420900         2.9618833890
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4554755000         0.4455475500         2.9621530760
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4603859000         0.4460385900         2.9624150941
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4653939000         0.4465393900         2.9626823455
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4704189000         0.4470418900         2.9629505298
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.4754474000         0.4475447400         2.9632189267
        0.0000000000         0.0000000000 299337095930952578279918792350635691057514388626834553942895081304973269490728960.0000000000         0.0000000000         4.4804292000         0.4480429200         2.9634848564
        0.0000000000         0.0000000000 315783191104608598306157931268984134723208879402786319630841555501133141706276864.0000000000         0.0000000000         4.4854445000         0.4485444500         2.9637525999
        0.0000000000         0.0000000000 318913196017492280353713675772264238617086584257957163310307927917115185553211392.0000000000         0.0000000000         4.4903922000         0.4490392200         2.9640167597
        0.0000000000         0.0000000000 302901321177787874921967238275440782376901385978865251393971430669826811024637952.0000000000         0.0000000000         4.4954218000         0.4495421800         2.9642853178
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5003964000         0.4500396400         2.9645509646
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5054237000         0.4505423700         2.9648194513
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5103914000         0.4510391400         2.9650847804
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5153913000         0.4515391300         2.9653518547
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5203944000         0.4520394400         2.9656191256
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5253909000         0.4525390900         2.9658860695
        0.0000000000         0.0000000000 9501172836800372991185719197391353164002230895091182461586076996044182375104512.0000000000         0.0000000000         4.5304373000         0.4530437300         2.9661557052
        0.0000000000         0.0000000000 9517908412198585721305543534438577596350250845156301694929808144650351935488000.0000000000         0.0000000000         4.5353860000         0.4535386000         2.9664201461
        0.0000000000         0.0000000000 9708784434326894241678722790933269199331517687934813993420637959935092513046528.0000000000         0.0000000000         4.5405143000         0.4540514300         2.9666942105
        0.0000000000         0.0000000000 10313413634704459816181122136887556984203030258915430302786643251413111898374144.0000000000         0.0000000000         4.5453869000         0.4545386900         2.9669546349
        0.0000000000         0.0000000000 9758878082280057142211409294539524778880662363759959369769458695472392859287552.0000000000         0.0000000000         4.5507292000         0.4550729200         2.9672401912
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5554051000         0.4555405100         2.9674901511
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5605499000         0.4560549900         2.9677652029
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5655176000         0.4565517600         2.9680308123
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5705701000         0.4570570100         2.9683009817
        0.0000000000         0.0000000000         0.0000000000         0.0000000000         4.5753964000         0.4575396400         2.9685590801
        0.0000000000         0.0000000000 34779239553264519134801641325343869572865764300431383789538955271626782672945152.0000000000         0.0000000000         4.5804605000         0.4580460500         2.9688299212
        0.0000000000         0.0000000000 21317735150648836904651108264851304400813553975389300133619581101506801944231936.0000000000         0.0000000000         4.5853989000         0.4585398900         2.9690940648
        0.0000000000         0.0000000000 32196089753677751401437614118918517983857782339563424325599927357870292556840960.0000000000         0.0000000000         4.5903903000         0.4590390300         2.9693610688
